"","data_id","iso","event_id_cnty","event_id_no_cnty","event_date","year","time_precision","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","timeseries"
"1285",7153461,729,"SUD14046",14046,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","West Darfur","Kereneik",NA,"Murnei",12.9542,22.8669,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Murnei (North Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500520,"SDN",2020-06-30
"1286",7153463,729,"SUD14050",14050,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Central Darfur","Azum",NA,"Ronga Tas IDP Camp",12.9779,22.9237,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Ronga Tas camp (Central Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1594063539,"SDN",2020-06-30
"1287",7153464,729,"SUD14038",14038,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","South Kordofan","Kadugli",NA,"Kadugli",11.0142,29.7294,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in Kadugli (South Kordofan state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1594063539,"SDN",2020-06-30
"1288",7153465,729,"SUD14023",14023,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"Abu Shouk IDP Camp",13.674,25.3685,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Abu Shouk camp (North Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500521,"SDN",2020-06-30
"1289",7153466,729,"SUD14027",14027,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Northern","Dongola",NA,"Dongola",19.1842,30.4743,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in Dongola (Northern state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1594063539,"SDN",2020-06-30
"1290",7153470,729,"SUD14052",14052,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Sennar","Sinja",NA,"Singa",13.1591,33.9363,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in Singa (Sennar state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500521,"SDN",2020-06-30
"1291",7153471,729,"SUD14026",14026,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","River Nile","Atbara",NA,"Atbara",17.6949,33.9852,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in Atbara (River Nile state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. The demonstrators in Atbara also called for civilian governors to be appointed, and for the course of the revolution to be corrected. [size=hundreds of thousands]",0,1594063539,"SDN",2020-06-30
"1292",7153472,729,"SUD14035",14035,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in Gedaref (Gedaref state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1618500522,"SDN",2020-06-30
"1293",7153473,729,"SUD14029",14029,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Blue Nile","Ed Damazine",NA,"Ed Damazin",11.7898,34.3599,1,"Radio Dabanga","National","On 30 June 2020, tens of thousands of demonstrators marched in Ed Damazin (Blue Nile state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=tens of thousands]",0,1618500522,"SDN",2020-06-30
"1294",7153474,729,"SUD14041",14041,"30 June 2020",2020,1,"Protests","Excessive force against protesters","Protesters (Sudan)",NA,6,"Police Forces of Sudan (2019-)",NA,1,16,"Northern Africa","Sudan","North Darfur","Kebkabiya",NA,"Kebkabiya",13.6455,24.0829,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in Kebkabiya (North Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. After handing memoranda to a local official, elements of the police fired upon demonstrators, wounding six (including two children). [size=at least six]",0,1594063539,"SDN",2020-06-30
"1295",7456583,729,"SUD14055",14055,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"Zamzam IDP camp",13.484,25.3075,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Zamzam camp (North Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500524,"SDN",2020-06-30
"1296",7153480,729,"SUD14037",14037,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Central Darfur","Zalingi",NA,"Hamidiya IDP Camp",12.933,23.4897,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Hamidiya camp (Central Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500524,"SDN",2020-06-30
"1297",7153483,729,"SUD14024",14024,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","West Kordofan","An Nuhud",NA,"An Nahud",12.7,28.4333,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in An Nahud (West Kordofan state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500524,"SDN",2020-06-30
"1298",7153484,729,"SUD14033",14033,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","North Kordofan","Sheikan",NA,"El Obeid",13.1842,30.2167,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in El Obeid (North Kordofan state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1618500525,"SDN",2020-06-30
"1299",7153486,729,"SUD14028",14028,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","FFC: Forces for Freedom and Change",6,NA,NA,0,60,"Northern Africa","Sudan","East Darfur","Ad Duayn",NA,"Ed Daein",11.4619,26.1258,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in Ed Daein (East Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. Resistance committees handed a memorandum to authorities at Ed Daein, calling for the dismissal of 13 officials and inclusion of FFC members in the Economic Committee. [size=hundreds of thousands]",0,1618500525,"SDN",2020-06-30
"1300",7153487,729,"SUD14044",14044,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","White Nile","Kosti",NA,"Kosti",13.1485,32.6675,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in Kosti (White Nile state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1594063539,"SDN",2020-06-30
"1301",7153491,729,"SUD14025",14025,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","West Darfur","Ag Geneina",NA,"Ardamata IDP Camp",13.4757,22.4931,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Ardamata camp (West Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500526,"SDN",2020-06-30
"1302",7685980,729,"SUD14048",14048,"30 June 2020",2020,1,"Protests","Excessive force against protesters","Protesters (Sudan)",NA,6,"Police Forces of Sudan (2019-)",NA,1,16,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Al Rakoba; Sudan Tribune; East African (Kenya); Radio Dabanga","National-Regional","On 30 June 2020, hundreds of thousands of demonstrators marched in Greater Khartoum (three events recorded in Khartoum, Khartoum North and Omdurman) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. Police fired tear gas at demonstrators across the city, and were reported to have used live rounds (killing two demonstrators in Omdurman, one of whom died of their injuries on 4 July), and arrested large numbers of people. At least 55 were injured across Sudan. [size=hundreds of thousands]",2,1618500528,"SDN",2020-06-30
"1303",8359015,729,"SUD14045",14045,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Central Darfur","Mukjar",NA,"Mukjar",11.9899,23.331,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Mukjar (Central Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1624927678,"SDN",2020-06-30
"1304",7157105,729,"SUD14036",14036,"30 June 2020",2020,1,"Protests","Protest with intervention","Protesters (Sudan)",NA,6,"Police Forces of Sudan (2019-)",NA,1,16,"Northern Africa","Sudan","Khartoum","Sharg An Neel",NA,"Hajj Yusuf",15.6166,32.65,1,"Al Rakoba; Sudan Tribune","National","On 30 June 2020, demonstrators marched from Haji Yusuf in East Nile locality (Khartoum state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. Police fired tear gas at the protesters. At least 55 were injured across Sudan. [size=no report]",0,1618500531,"SDN",2020-06-30
"1305",8358785,729,"SUD14057",14057,"30 June 2020",2020,1,"Battles","Armed clash","PDF: Popular Defence Forces",NA,3,"Police Forces of Sudan (2019-)",NA,1,13,"Northern Africa","Sudan","South Kordofan","Abu Kershola",NA,"Elfaid Um-Abdalla",11.7336,30.8228,1,"Hudo Centre","National","On 30 June 2020, police clashed with PDF militiamen (who had recently been disbanded) at El Fayd in Rashad locality (South Kordofan state), after the PDF killed a civilian farmer at his home in the town. The police fled after the PDF opened fire.",1,1624927677,"SDN",2020-06-30
"1306",7153545,729,"SUD14051",14051,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","River Nile","Shendi",NA,"Shendi",16.6861,33.4326,1,"Sudan Tribune","National","On 30 June 2020, demonstrators marched in Shendi (River Nile state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1594063540,"SDN",2020-06-30
"1307",7153290,729,"SUD14030",14030,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"El Fasher",13.6264,25.3559,1,"Darfur 24","National","On 30 June 2020, hundreds of thousands of demonstrators marched in El Fasher (North Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1618500535,"SDN",2020-06-30
"1308",7722898,729,"SUD14053",14053,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in Wad Medani (El Gazira state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500536,"SDN",2020-06-30
"1309",7277467,729,"SUD14032",14032,"30 June 2020",2020,1,"Protests","Protest with intervention","Protesters (Sudan)","FFC: Forces for Freedom and Change",6,"Military Forces of Sudan (2019-)",NA,1,16,"Northern Africa","Sudan","West Darfur","Ag Geneina",NA,"El Geneina",13.4413,22.4454,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in El Geneina (West Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. Resistance Committee members presented the governor with a memorandum, which called for the results of investigations into serious violence in the Kerending area in December to be released. Resistance Committee demonstrators occupied the former NCP building. 'Regular forces' (presumed to be army) intervened, and wounded an unspecified number of protesters. [size=hundreds of thousands]",0,1618500538,"SDN",2020-06-30
"1310",7259579,729,"SUD14047",14047,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Darfur 24; Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators marched in Nyala (South Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1618500544,"SDN",2020-06-30
"1311",7412700,729,"SUD14039",14039,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Beliel",NA,"Kalma IDP Camp",12.012,24.9994,1,"Radio Dabanga","National","On 30 June 2020, IDPs demonstrated in Kalma camp (South Darfur state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule, improved living conditions, and for justice for the victims of violence by state forces. IDPs also called for the disarmament of armed groups, compensation to victims, greater access for humanitarian groups, and for justice for the victims of violence by state forces. [size=no report]",0,1618500548,"SDN",2020-06-30
"1312",7722979,729,"SUD14049",14049,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","FFC: Forces for Freedom and Change",6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga","National","On 30 June 2020, hundreds of thousands of demonstrators (including FFC resistance committees) marched in Port Sudan (Red Sea state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces (including the Port Sudan massacre of January 2005). [size=hundreds of thousands]",0,1614639425,"SDN",2020-06-30
"1313",7749351,729,"SUD14034",14034,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Blue Nile","Ar Rusayris",NA,"El Roseires",11.8614,34.3913,1,"Radio Dabanga","National","On 30 June 2020, tens of thousands of demonstrators marched in El Roseires (Blue Nile state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=tens of thousands]",0,1618500550,"SDN",2020-06-30
"1314",7153149,729,"SUD14040",14040,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga; East African (Kenya)","National-Regional","On 30 June 2020, hundreds of thousands of demonstrators marched in Kassala (Kassala state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=hundreds of thousands]",0,1618500553,"SDN",2020-06-30
"1315",7735806,729,"SUD14031",14031,"30 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","West Kordofan","As Salam-WK",NA,"El Fula",11.7195,28.3479,1,"Radio Dabanga","National","On 30 June 2020, demonstrators marched in El Fula (West Kordofan state) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. [size=no report]",0,1618500553,"SDN",2020-06-30
"1316",7153151,729,"SUD14043",14043,"30 June 2020",2020,1,"Protests","Excessive force against protesters","Protesters (Sudan)",NA,6,"Police Forces of Sudan (2019-)",NA,1,16,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Sudan Tribune; East African (Kenya); Al Rakoba; Radio Dabanga","National-Regional","On 30 June 2020, hundreds of thousands of demonstrators marched in Greater Khartoum (three events recorded in Khartoum, Khartoum North and Omdurman) as part of nationwide demonstrations calling for greater progress to be made in dismantling the NCP regime and to entrench civilian rule; improved living conditions; and for justice for the victims of violence by state forces. Police fired tear gas at demonstrators across the city, and were reported to have used live rounds, and arrested large numbers of people. At least 55 were injured across Sudan. [size=hundreds of thousands]",0,1618500553,"SDN",2020-06-30
"1317",7918902,729,"SUD14022",14022,"28 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)","Refugees/IDPs (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Nertiti",12.9653,24.0427,1,"VOA; Ayin Network; Radio Dabanga; Darfur 24","National-International","On 28 June 2020, thousands of demonstrators (including IDPs) marched in Nertiti (Central Darfur state) in opposition to continued attacks by paramilitary forces in the area; calling for senior RSF and Military Intelligence commanders to be removed; and for pro-government militias to be disarmed. The protesters began a sit-in at the town, which has so far lasted for two weeks, and drawn supporters from other towns and villages in the area. Update: On 7 July, a delegation from the Sovereign Council visited, and pledged to replace senior security officials; embark on disarmament and confiscation of motorcycles; and make swift improvements to infrastructure and environmental standards. [size=thousands]",0,1619479595,"SDN",2020-06-28
"1318",7153469,729,"SUD14019",14019,"28 June 2020",2020,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Blue Nile","Ed Damazine",NA,"Ed Damazin",11.7898,34.3599,1,"Radio Dabanga","National","On 28 June 2020, hundreds of protesters marched in Ed Damazin (Blue Nile state) rejecting what they described as a 'partial peace' being negotiated in Juba, and calling for improved social security; justice for past abuses; and an autonomous status for the state, and inclusion by members of the state in the peace talks. [size=hundreds]",0,1618500591,"SDN",2020-06-28
"1319",7153479,729,"SUD14020",14020,"28 June 2020",2020,1,"Riots","Violent demonstration","Rioters (Sudan)","Prisoners (Sudan)",5,"Police Forces of Sudan (2019-) Prison Guards",NA,1,15,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","On 28 June 2020, prisoners rioted at Kassala prison (Kassala state), after four prisoners contracted coronavirus. Police (presumed to be prison guards) used live rounds against the demonstrators, seriously wounding two, whilst several other prisoners sustained injuries. [size=at least several]",0,1618500592,"SDN",2020-06-28
"1320",7153485,729,"SUD14021",14021,"28 June 2020",2020,1,"Battles","Armed clash","Unidentified Armed Group (Sudan)",NA,3,"Military Forces of Sudan (2019-)",NA,1,13,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Khor Ramla",12.9709,23.9573,2,"Radio Dabanga","National","On 28 June 2020, unknown gunmen on motorbikes shot dead a woman near Khor Ramla IDP camp in Nertiti locality (Central Darfur state), before turning their guns on SAF soldiers at the same location, killing 1 and wounding 2.",2,1618500593,"SDN",2020-06-28
"1321",7153462,729,"SUD14017",14017,"27 June 2020",2020,1,"Battles","Armed clash","South Kordofan Communal Militia (Sudan)","Farmers (Sudan)",4,"South Kordofan Communal Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Kadugli",NA,"Damik",11.2507,29.4791,2,"Radio Dabanga","National","On 27 June 2020, armed farmers clashed with cattle rustlers north of Demyak in the area of El Bataha in Kadugli locality (South Kordofan state). At least 6 were killed in the clash, and one person wounded.",6,1594063539,"SDN",2020-06-27
"1322",7153489,729,"SUD14016",14016,"27 June 2020",2020,1,"Protests","Excessive force against protesters","Protesters (Sudan)",NA,6,"Military Forces of Sudan (2019-) Rapid Support Forces",NA,1,16,"Northern Africa","Sudan","South Kordofan","Abu Jubayhah",NA,"Abu Jubaiha",11.4544,31.236,1,"Radio Dabanga","National","On 27 June 2020, demonstrators protested in Abu Jubaiha (South Kordofan state) against environmental damage caused by gold processing at Merefaeen factory. Guards at the factory (presumed to be RSF) used tear gas and batons against demonstrators, wounding six (one seriously). [size=at least 6]",0,1618500620,"SDN",2020-06-27
"1323",7157144,729,"SUD14018",14018,"27 June 2020",2020,1,"Riots","Mob violence","Rioters (Sudan)","Prisoners (Sudan)",5,"Police Forces of Sudan (2019-) Prison Guards",NA,1,15,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","On 27 June 2020, prisoners rioted at Kassala prison (Kassala state), in what appears an attempted prison break. Police (presumed to be prison guards) used live rounds against the prisoners, wounding four and killing one prisoner (who's relatives say was not involved in the violence). [size=at least five]",1,1618500628,"SDN",2020-06-27
"1324",7135784,729,"SUD14012",14012,"26 June 2020",2020,2,"Riots","Violent demonstration","Rioters (Sudan)","Prisoners (Sudan)",5,"Police Forces of Sudan (2019-) Prison Guards",NA,1,15,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Al Rakoba","National","Around 26 June 2020 (as reported), prisoners rioted at the prison in Kassala (Kassala state), reportedly over the refusal of prison guards to respond to the case of a prisoner showing symptoms of coronavirus. Authorities (presumed to be prison guards) engaged with the rioting prisoners, as several were reported to have attempted to escape. [size=at least several]",0,1618500643,"SDN",2020-06-26
"1325",7686789,729,"SUD14013",14013,"26 June 2020",2020,1,"Riots","Mob violence","Rioters (Sudan)","Labour Group (Sudan)",5,"Police Forces of Sudan (2019-)",NA,1,15,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman Ahlia University",15.6285,32.4672,1,"Al Rakoba","National","On 26 June 2020, vendors reportedly attacked police at a market in Omdurman after authorities tried to move the vendors for violating coronavirus public health measures. Police dispersed the vendors with tear gas, causing a stampede which wounded one person. [size=no report]",0,1618500659,"SDN",2020-06-26
"1326",7277477,729,"SUD14015",14015,"26 June 2020",2020,1,"Battles","Armed clash","South Kordofan Communal Militia (Sudan)",NA,4,"South Kordofan Communal Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Ghadeer",NA,"Kalogi",10.8575,30.9839,2,"Radio Dabanga","National","On 26 June 2020, clashes between unspecified local groups erupted in the Hodeid area in the north of Talodi locality (South Kordofan state), in what is described as a land dispute, killing 'dozens' and wounding an unspecified number. Dozens of fatalities coded as 12.",12,1618500663,"SDN",2020-06-26
"1327",7135790,729,"SUD14008",14008,"25 June 2020",2020,2,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,NA,NA,0,50,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Salah",15.5415,32.4257,1,"Al Rakoba","National","Around 25 June 2020 (as reported), residents of Salah in Umm Badda locality (Khartoum) burned tires and blocked the main road, to denounce the lack of adequate water and electricity services. [size=no report]",0,1618500678,"SDN",2020-06-25
"1328",7722302,729,"SUD14010",14010,"25 June 2020",2020,2,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,NA,NA,0,50,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Al Rakoba","National","Around 25 June 2020, demonstrators blocked roads and started fires in Wad Medani (El Gazira state), to denounce water shortages resulting from industrial action taken by state employees. [size=no report]",0,1618500680,"SDN",2020-06-25
"1329",7722314,729,"SUD14011",14011,"25 June 2020",2020,2,"Protests","Peaceful protest","Protesters (Sudan)","Teachers (Sudan); Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Al Rakoba","National","Around 25 June 2020, various employees on the El Gazira state payroll (including teachers) protested in Wad Medani (El Gazira state), following the failure of state authorities to pay salaries for the month of May. [size=no report]",0,1618500683,"SDN",2020-06-25
"1330",7239526,729,"SUD14313",14313,"25 June 2020",2020,1,"Violence against civilians","Sexual violence","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Women (Sudan); Fur Ethnic Group (Sudan)",7,47,"Northern Africa","Sudan","South Darfur","Sharg Aj Jabal",NA,"Belle el-Sereif",13.049,24.7688,2,"UNSC","Other","On 25 June 2020, two women belonging to the Fur community were beaten and raped by armed pastoralists near Belle el-Sereif in East Jebel Marrah locality (South Darfur state). There is no further information.",0,1618500687,"SDN",2020-06-25
"1331",7769822,729,"SUD14009",14009,"25 June 2020",2020,1,"Battles","Armed clash","Amhara Ethnic Militia (Ethiopia)","Police Forces of Ethiopia (2018-) Amhara Regional Special Forces",4,"Military Forces of Sudan (2019-)",NA,1,14,"Northern Africa","Sudan","Gedaref","Basundah",NA,"Taya",12.7784,36.0503,2,"Al Rakoba","National","On 25 June 2020, Ethiopian militiamen (said to be 'backed' by the Ethiopian army. Actors are here presumed to be Amhara militia and Amhara Liyu Police) clashed with SAF in the Taya area (Basundah locality, Gedaref state), amid escalating hostilities linked to a dispute over land. Two Sudanese soldiers were wounded, whilst the source claims an unspecified number of Ethiopian gunmen were killed. Unknown fatalities coded as 3.",3,1617053589,"SDN",2020-06-25
"1332",7135785,729,"SUD14006",14006,"24 June 2020",2020,2,"Protests","Peaceful protest","Protesters (Sudan)","Farmers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Al Rakoba","National","Around 24 June 2020 (as reported), farmers demonstrated in Kassala (Kassala state) against shortages of fuel and other agricultural inputs. [size=no report]",0,1618500710,"SDN",2020-06-24
